it	posterior	likelihood	prior	accuracy	test_accuracy	f_C0	f_C1	f_C2	f_C3	f_C4	mean_w0	std_w0	mean_w1	std_w1	mean_w2	std_w2	alpha_0	alpha_1	alpha_2	acc_prob	mcmc_id
25600	-1220.983445250304	-46.47020810672238	-1174.5132371435816	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.09242929069118078	1.0263920008977205	-0.43536038338431715	2.1260910993607243	0.1626795323560184	2.9657760615253714	0.041425759530840614	0.9820223233490224	0.027419931124548914	0.27	0
25700	-1221.9340555223434	-53.08967622852815	-1168.8443792938153	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.09333914963901978	1.0217884436135527	-0.427796892411428	2.133453215585628	0.15470428004909043	2.9422190654939686	0.022453508710921753	0.8903105333966189	0.08505037625104331	0.2701945525291829	0
25800	-1222.3810281026747	-53.79341935337963	-1168.587608749295	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.08904947508461333	1.023890965372158	-0.44569342377122756	2.1312079358622427	0.1419737162345718	2.937572910192679	0.0367188767246501	0.8993985723611009	0.014855146043892832	0.27011627906976743	0
25900	-1219.6908257878144	-50.85153571039825	-1168.8392900774163	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.08659462983562415	1.0254317328293128	-0.4067381242537962	2.1062672160277445	0.11115114428267484	2.929167463629013	0.008577072422347412	0.9590907428883719	0.062455817125286264	0.2702702702702703	0
26000	-1223.8425756566614	-55.16582453788577	-1168.6767511187757	0.9991166077738516	1.0	0.19920494699646643	0.19964664310954064	0.20053003533568906	0.19964664310954064	0.20097173144876326	0.08845773644800783	1.0246444773378531	-0.39359205154830307	2.108518449116637	0.12808400861423092	2.893139241848739	0.1698449280926307	0.9816487759950643	0.0018452907004749657	0.2706153846153846	0
26100	-1217.095232345374	-51.52154412034531	-1165.5736882250287	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.09119263326265982	1.0270748106038834	-0.4038493064761476	2.0995314609397404	0.11781318883420312	2.8824968885742255	0.00920948599784346	0.9824522865959906	0.001021220781542341	0.27099616858237546	0
26200	-1219.8918989282815	-54.80383298440759	-1165.088065943874	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.0935303304431233	1.02603231865144	-0.38966899076126493	2.0795453291618746	0.1272179528953135	2.8840036343906608	0.025235018134057367	0.9701084636735384	0.04566176268484287	0.27095419847328245	0
26300	-1224.103772028319	-60.08090634685769	-1164.0228656814613	0.9986749116607774	1.0	0.19876325088339222	0.19964664310954064	0.20097173144876326	0.19964664310954064	0.20097173144876326	0.09392857077518874	1.025297537836254	-0.37757037881902655	2.0913394439811324	0.13235802413179643	2.8471251710131713	0.05889620167725879	0.9731392648738835	0.07512222120170733	0.2710266159695818	0
26400	-1220.476572046975	-54.631319946305574	-1165.8452521006693	0.9982332155477032	1.0	0.19832155477031801	0.19964664310954064	0.20141342756183744	0.19964664310954064	0.20097173144876326	0.09098502971881134	1.0252891357819736	-0.3930527927568333	2.075233094268778	0.15476895556900425	2.8729404675600496	0.10154135046506266	0.9962719080376435	0.04265241601569089	0.27132575757575755	0
26500	-1220.1488620721038	-52.924039392483905	-1167.2248226796198	0.9991166077738516	1.0	0.19920494699646643	0.19964664310954064	0.20053003533568906	0.19964664310954064	0.20097173144876326	0.09309782440239735	1.0291262821662408	-0.41916835783168965	2.098766813962453	0.158711445113028	2.908238088417343	0.007316508444801698	0.883302420239182	0.017612320545592038	0.27147169811320754	0
26600	-1217.648960059496	-47.930348252859076	-1169.7186118066368	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.09201251879348975	1.0256142211027093	-0.4210392516451762	2.0838268121827705	0.16410787919614792	2.936392754078746	0.11248257508934115	0.9436364103951385	0.0070952180897905955	0.2716165413533835	0
26700	-1214.8184673101803	-46.46097409524971	-1168.3574932149306	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.08911675760668512	1.022866388699262	-0.438082917361677	2.1219512770425446	0.1263645912220901	2.9172001600666473	0.041940247578334276	0.9774997051037604	0.04279237893480288	0.2716479400749064	0
26800	-1210.9485875912028	-44.772089350164045	-1166.1764982410386	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.09036604437463516	1.0206830038880985	-0.4280487069119415	2.1125503693476606	0.08683647993963488	2.9162380580744	0.062355178093452895	0.9883307756836327	0.010129568170834616	0.27190298507462685	0
26900	-1212.8131761998739	-48.27867909984072	-1164.5344971000331	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.09176923358265547	1.0223132347723682	-0.41483504079035244	2.103109509787611	0.10156762118944734	2.9103817248243433	0.010091186048436576	0.9312215251922517	0.042633838058218854	0.2720446096654275	0
27000	-1211.8358663212327	-42.49403606004294	-1169.34183026119	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.08519662214412553	1.0236844855784986	-0.42230804968259333	2.10650685083932	0.08199928825221026	2.928894932226881	0.014629744377084588	0.9932717194715122	0.09392475031053349	0.2720740740740741	0
27100	-1215.0409096762178	-47.45397199678246	-1167.5869376794353	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.08688362643907191	1.0189604011284683	-0.4117667442989935	2.114033454139405	0.10892711062673324	2.910340160297644	0.05386934456076027	0.9420184603800666	0.20436559325820364	0.27232472324723245	0
27200	-1212.4471349297949	-42.09743065160393	-1170.349704278191	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.08215586997395419	1.0216667676881792	-0.4175256918703699	2.1290557303990165	0.09253385905258675	2.9616494601382968	0.00608037076536732	0.9918386775910075	0.05720021709901814	0.2725735294117647	0
27300	-1216.1437627542443	-48.84551057897903	-1167.2982521752654	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.07669448355428475	1.0221804897317954	-0.43103910822048974	2.1161856126978247	0.07121959910141809	2.9451582191015886	0.010370985936428677	0.9863281127948951	0.0015535682261361705	0.27285714285714285	0
27400	-1219.6835375128137	-44.96582625151409	-1174.7177112612997	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.07968369050946023	1.0278384801775367	-0.45831217377529243	2.134510905900425	0.09616299308651433	2.959594033409689	0.024766184031689096	0.988075779321794	0.034636422221476504	0.2728832116788321	0
27500	-1219.8953259155517	-42.053685421936436	-1177.8416404936152	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.07886024777033517	1.0282298131390124	-0.4788957034210655	2.1457493713113327	0.09745658211040274	2.9782878391957146	0.0021243316674004267	0.9879804611736354	0.08662171398065235	0.27298181818181816	0
27600	-1216.3267027031725	-40.85657893065439	-1175.470123772518	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.07730883583008079	1.0248364695989403	-0.4827891816379619	2.158140480880134	0.08869531668293068	2.970785964553187	0.01301492522110424	0.9855013796037935	0.07031570694029159	0.2734057971014493	0
27700	-1221.027925431338	-45.735455212528876	-1175.292470218809	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.08141091678434027	1.0213365830411014	-0.46531265413922995	2.1312685204018527	0.06982628949359712	2.976093048696801	0.15339705492677924	0.9510729382402541	0.10388898746648505	0.2736101083032491	0
27800	-1218.0590130480393	-40.59538654826734	-1177.463626499772	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.08038244600336436	1.0197937292702457	-0.436890373213671	2.1706963628342715	0.0798593416411651	3.03318454951276	0.04293472548690071	0.9285527860729406	0.1123804575221096	0.27402877697841727	0
27900	-1216.9752643826193	-44.31585023495501	-1172.6594141476644	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.08126492907317504	1.0173133306351658	-0.40851384345127867	2.1578058176908876	0.05598908603059574	3.051956030432484	0.0071123022073363365	0.8883252261699426	0.0316218224852023	0.27415770609318996	0
28000	-1218.1370669992816	-47.439120802138476	-1170.6979461971432	0.9986749116607774	1.0	0.19964664310954064	0.19964664310954064	0.20097173144876326	0.19876325088339222	0.20097173144876326	0.07885776933487493	1.009019853768287	-0.37116729847147206	2.176341927806499	0.02382281831563306	3.061038366377827	0.04146707137258486	0.9578710472760157	0.0267577683760506	0.27432142857142855	0
28100	-1217.3976500515935	-49.64476405747858	-1167.7528859941149	0.9991166077738516	1.0	0.19920494699646643	0.19964664310954064	0.20053003533568906	0.19964664310954064	0.20097173144876326	0.0792535715586267	1.003455679311631	-0.3565345205439933	2.1707278912158423	0.019932916747058122	3.0713331549322325	0.06181079879842458	0.9716282613091509	0.005563288018253898	0.27455516014234876	0
28200	-1219.042413910255	-50.41068884134184	-1168.631725068913	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.06870586146566149	1.0086936902922745	-0.35375461612095305	2.185920404019007	0.03702368974392027	3.0104044368679235	0.07931530677396438	0.9974406377127175	0.04042666609151151	0.2747163120567376	0
28300	-1216.4947940191284	-48.34615503393846	-1168.14863898519	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.07083359590071192	1.0117220249779346	-0.33750127202594427	2.18267338798371	0.02185795116771504	3.0211480131970347	0.040044680504300496	0.9235130209768858	0.021897150222604973	0.2747703180212014	0
28400	-1218.7854087963767	-45.82087543079726	-1172.9645333655794	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.07404641079207837	1.012095668315414	-0.3645683916282211	2.1856917553173476	0.04533195579413186	3.025997220118425	0.06064284675677689	0.9810199826987527	0.10158388273300739	0.27524647887323944	0
28500	-1221.3928202711502	-45.89075746555409	-1175.502062805596	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.07324696584943362	1.0194859871430475	-0.3661429038384161	2.1764400734249305	0.009590488962344575	3.0268428525848536	0.07948035299838024	0.9675251982549711	0.01737834317932168	0.2753333333333333	0
28600	-1219.1068506101344	-43.417417635695266	-1175.6894329744391	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.07558821503859009	1.0208702539217303	-0.4037440330312893	2.1844251534020107	0.004460361069699888	2.9873658774382847	0.09210576121995809	0.9780632964881836	0.052222607527919615	0.27527972027972025	0
28700	-1216.2723810656537	-43.99671382266078	-1172.275667242993	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.07641010477857801	1.0206706770585408	-0.39275365955667324	2.1770187924341036	0.006268833609800746	2.977690523098039	0.004963543552287005	0.9849696040449714	0.04176620394468288	0.27526132404181186	0
28800	-1219.3557790605416	-45.827815124223996	-1173.5279639363177	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.0795535400531528	1.0186673737507668	-0.3844528859193765	2.1983115806999667	0.02466738632240241	2.977047959537147	0.05038209097198664	0.9586178615864049	0.08213486854569596	0.27524305555555556	0
28900	-1219.910998871575	-47.377125297018324	-1172.5338735745568	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.07649685775021507	1.0161464006922396	-0.40900676721257867	2.204763359988625	0.06872240788386025	2.9666712353917246	0.10082913316383027	0.9492742948150665	0.08163666767665576	0.27560553633217993	0
29000	-1223.0276593270332	-49.77693411146243	-1173.2507252155708	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.07774106774368891	1.0184935106519357	-0.41484853216226775	2.2042459458784363	0.044638012717030176	2.9822946187477073	0.0005376387971853629	0.8722568653926182	0.1701563903980409	0.2757241379310345	0
29100	-1228.182157902905	-50.24150602554252	-1177.9406518773624	0.9995583038869258	0.996	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.07921245216566387	1.02160915231566	-0.4280933848880409	2.211888666764177	0.03284762165958873	2.9827900130389504	0.09484422685298008	0.912522646788331	0.12151341556545334	0.275979381443299	0
29200	-1225.1649507794018	-48.67406866026822	-1176.4908821191336	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.0738841376520408	1.0208603860988565	-0.4338482161736237	2.1943545657476835	-0.007803859580536461	3.0002553487257013	0.02436156454835127	0.9155770418565917	0.14189825991422003	0.2764041095890411	0
29300	-1223.2213788381862	-46.8319442970342	-1176.389434541152	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.0707166165468622	1.0249850410374433	-0.4430445237020433	2.2005082676414034	0.016487568677341607	2.974173724667324	0.014238483241935534	0.9796675114224139	0.0371691206506891	0.276518771331058	0
29400	-1228.0565547107253	-52.327916767033535	-1175.7286379436919	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.06906635149394542	1.028498200601361	-0.42906455695186	2.200448248914101	0.016729940748764927	2.9476560897815154	0.018067068259202398	0.9604136235195222	0.01809088108841256	0.27670068027210887	0
29500	-1224.8060822498283	-46.918080497680535	-1177.8880017521476	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.07048043230343048	1.0315390797248436	-0.4438737411586648	2.216321665608304	0.03459750875683012	2.929652322416756	0.010299723422373848	0.9361333627742695	0.06528356999350787	0.2768135593220339	0
29600	-1225.311988542338	-48.92975212830833	-1176.3822364140296	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.07302728223756466	1.0314440090186667	-0.43954686903827955	2.2173154369881756	0.016929836777788667	2.9492357358304413	0.02313911348119697	0.8302768927099936	0.028211699655064627	0.2768243243243243	0
29700	-1232.4428582687385	-54.66510582016991	-1177.7777524485687	0.9995583038869258	0.996	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.07547571877081018	1.0389955553237815	-0.4584622079372732	2.219931379984268	0.04198885479625858	2.9015725184332983	0.017622403082525846	0.8312012214808697	0.004398533077458439	0.276969696969697	0
29800	-1233.609628522006	-51.83883092777302	-1181.770797594233	0.9995583038869258	0.996	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.08287368262217853	1.040410370151358	-0.45723728459786167	2.2085994734883228	0.04952825105887637	2.902953043217368	0.02449391044656042	0.8581246263423228	0.10953388746044468	0.2771812080536913	0
29900	-1235.500805388639	-48.60799121958971	-1186.8928141690494	0.9995583038869258	0.996	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.08349229764362709	1.0460833582857516	-0.4567300277846307	2.2194118668916287	0.081010772349943	2.909211489321901	0.03246464619508327	0.9608473561329482	0.0063438376040008335	0.27732441471571906	0
30000	-1236.421072222378	-46.75326681518892	-1189.667805407189	0.9995583038869258	0.996	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.08299060832197362	1.0473774702310763	-0.4441160962561736	2.2268895914207314	0.1176759767278124	2.892849411456683	0.03310946023434691	0.9959751143733301	0.09001386830401199	0.27726666666666666	0
30100	-1235.1005494024205	-44.199877745114506	-1190.900671657306	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.08780117338367056	1.0478624797969647	-0.44649138354408235	2.2429430973866413	0.10415733313096755	2.9024659235338284	0.04573736597805041	0.9768854082192431	0.05554877090552909	0.2775083056478405	0
30200	-1235.2179126989945	-45.97294385820008	-1189.2449688407944	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.08913818908864207	1.0482178854603803	-0.46025229191654526	2.246710502539655	0.1312558022380666	2.902652637844216	0.013292395128404036	0.9484927268359246	0.010725353839929432	0.2779139072847682	0
30300	-1238.2791535206227	-39.75487241110636	-1198.5242811095163	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.08701456462632931	1.0536336970082576	-0.4663277820771913	2.2596566447066944	0.16023686760702505	2.927049330584009	0.08740360944045694	0.9474137287476104	0.06997174718815896	0.27805280528052806	0
30400	-1241.8419458586586	-38.75324072747124	-1203.0887051311875	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.08830127520617966	1.0570565460704153	-0.4582701600520608	2.260421073127207	0.1572699091889734	2.9710664543737346	0.0015752025595056653	0.9671417258279983	0.09169738426761262	0.27828947368421053	0
30500	-1243.5644818995527	-43.250731361792546	-1200.3137505377601	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.09553062043302786	1.055233943250495	-0.4299492479712012	2.2678004371745932	0.179002763164608	2.993941689868779	0.028721146337937	0.8252060147610605	0.03875342395233696	0.27852459016393444	0
30600	-1242.330828887984	-38.27693724816514	-1204.0538916398189	0.9986749116607774	1.0	0.19964664310954064	0.19964664310954064	0.20097173144876326	0.19876325088339222	0.20097173144876326	0.09125290233613333	1.060714458410372	-0.4375650792539544	2.2670435171437444	0.13473634055460068	2.964862072082183	0.011989682993243553	0.9708806298600294	0.020897273345937706	0.2788562091503268	0
30700	-1245.3483224272456	-40.66067481635096	-1204.6876476108946	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.08767586313010167	1.060662971880383	-0.4278079490596032	2.260685143454821	0.14104547530152062	2.925724661778684	0.023259568360897695	0.9680480375104689	0.1948996203690938	0.2791205211726384	0
30800	-1240.0010089447978	-39.911776778588866	-1200.089232166209	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.09069533853439082	1.0570909568758284	-0.42704119516759415	2.254034252052793	0.15342194524399425	2.953491063158724	0.0016584804783769634	0.9876198253980659	0.02168696235588681	0.27925324675324675	0
30900	-1240.8206055673484	-38.93422130793358	-1201.8863842594149	0.9986749116607774	1.0	0.19964664310954064	0.19964664310954064	0.20097173144876326	0.19876325088339222	0.20097173144876326	0.08683913930547131	1.0617412071727677	-0.4130973481771894	2.245292496042459	0.14568626671902604	2.933062040606281	0.013826525167443357	0.9960250619353939	0.045000330462959676	0.27935275080906147	0
31000	-1238.1617038792754	-43.6875029347924	-1194.474200944483	0.9986749116607774	0.996	0.19964664310954064	0.19964664310954064	0.20097173144876326	0.19876325088339222	0.20097173144876326	0.08358389188438699	1.0528492287785438	-0.4374303662893213	2.243833948941861	0.16126369909834387	2.938566743157451	0.0322815226496905	0.9356277793719494	0.008336203500607018	0.2794838709677419	0
31100	-1238.3716090245514	-48.11366139351968	-1190.2579476310318	0.9995583038869258	0.996	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.08596855697846269	1.0467333827190772	-0.42807553439226737	2.244024543431907	0.15164184018967564	2.9182122903136416	0.08794686341532632	0.9292665704849331	0.02038831445506731	0.28006430868167204	0
31200	-1236.8033579732685	-42.9606481250484	-1193.84270984822	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.08615705826155923	1.0474632780493662	-0.43316245325038993	2.295759288494195	0.14039059031365891	2.916230607565189	0.033348278460694096	0.9028649843087324	0.1133910639084707	0.28048076923076926	0
31300	-1234.4652845958442	-40.37770997177848	-1194.0875746240656	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.08717939012355022	1.0401105282855383	-0.4628364934445653	2.3275689605504275	0.15664129162238066	2.900978054978517	0.17600226249581827	0.9739559020288062	0.07405762842438228	0.28092651757188497	0
31400	-1231.6645080946207	-43.74997642725059	-1187.91453166737	0.9995583038869258	0.996	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.08558765807984844	1.0356833550812234	-0.46363210121873444	2.341173777802096	0.170058785344655	2.884644573196158	0.028328147005743733	0.9570902989674702	0.11711014164229099	0.280828025477707	0
31500	-1227.6159052367411	-43.60533803895796	-1184.010567197783	0.9995583038869258	0.996	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.09247350268087728	1.0333344005392957	-0.44540757480025156	2.363391849592064	0.1578361113299184	2.8749597648220346	0.024414787563135566	0.9368145832001367	0.007355752730313941	0.28095238095238095	0
31600	-1232.8505442023963	-45.41190193417721	-1187.4386422682192	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.09309335557617439	1.0368932910797193	-0.4631645345024033	2.3593291144806536	0.17807755730813357	2.8500848743372478	0.08175830835414924	0.9576916434195429	0.04848772811962778	0.28110759493670884	0
31700	-1226.845634361171	-48.508860388213805	-1178.3367739729572	0.9995583038869258	0.996	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.09620162374178252	1.032563206306764	-0.4749657399501732	2.3452707270133875	0.1893356110004904	2.7976241683564473	0.0016188939031204289	0.9313718910214543	0.06541524114666986	0.28132492113564667	0
31800	-1229.9842431944578	-52.125807972902734	-1177.858435221555	0.9995583038869258	0.996	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.09551582684357422	1.0297300061743229	-0.4906146223776762	2.345130246652776	0.17174143617932663	2.8039100539982065	0.01793634589840201	0.9822519073076417	0.03760964795636275	0.28141509433962264	0
31900	-1224.7037349791199	-49.48710377738064	-1175.2166312017393	0.9995583038869258	0.996	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.09572195858027979	1.0259071890369578	-0.4938007489065553	2.355298881429108	0.18767813720370669	2.8015835069855526	0.0019481351740795877	0.9851675909718558	0.021781770971935517	0.28169278996865205	0
32000	-1222.8879538104552	-47.62847171787595	-1175.2594820925792	0.9995583038869258	0.996	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.09851350902084793	1.0263878270478337	-0.459164764098143	2.362362093144228	0.201559694337302	2.801568144553488	0.04534587642474243	0.9289685804209423	0.011976575033840448	0.2815	0
32100	-1221.6148927946983	-41.771533912488024	-1179.8433588822104	0.9995583038869258	0.996	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.09753316434092846	1.0231825367584162	-0.4614977475589772	2.3676645500150655	0.2558335632315377	2.8659626078504656	0.018355688710775524	0.9839589032415139	0.05137365014967183	0.2819314641744548	0
32200	-1222.0995360365564	-43.26164913348469	-1178.8378869030716	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.09613239317634917	1.0220234155954093	-0.45154507974981706	2.376989349216286	0.2681233186024654	2.8442512912972315	0.027945927630711697	0.9939688218928642	0.06983130011979799	0.2820807453416149	0
32300	-1221.371610802309	-44.35248121477237	-1177.0191295875368	0.9995583038869258	0.996	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.09512467688340721	1.0231278699926736	-0.456564567540293	2.37863119068609	0.288470910997605	2.8327892218872566	0.005525298893445808	0.9974287767759094	0.0033307202696087612	0.2823219814241486	0
32400	-1223.332011631947	-46.51961593711707	-1176.8123956948298	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.09188058810936711	1.0255817148553976	-0.43267220170920057	2.360407996940115	0.24988175151329328	2.8092556625708403	0.028021089459429917	0.9245470172364023	0.12459863780757671	0.28246913580246913	0
32500	-1217.3819545847923	-44.68151044896453	-1172.7004441358279	0.9991166077738516	0.996	0.19964664310954064	0.19920494699646643	0.20053003533568906	0.19964664310954064	0.20097173144876326	0.09231700536779777	1.0187930994852514	-0.4391387037976401	2.371268761427647	0.22104391401112555	2.8108572361946487	0.05517425615851186	0.97009918000983	0.038097285265239395	0.28255384615384616	0
32600	-1220.2797044334957	-51.494726755662484	-1168.7849776778332	0.9991166077738516	0.996	0.19964664310954064	0.19920494699646643	0.20053003533568906	0.19964664310954064	0.20097173144876326	0.09000128986981897	1.0152437551138362	-0.44025360891868287	2.367197146838376	0.24851710884130107	2.781385308168713	0.04141406154709868	0.9918429398398512	0.059507313081118465	0.28276073619631903	0
32700	-1223.8791376863146	-48.836738737802726	-1175.0423989485118	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.09118454773567035	1.024754012225701	-0.4281268068145665	2.363046304404757	0.25723595055911885	2.808399366669742	0.037714371428917766	0.9538875711029153	0.03019429323339344	0.28305810397553516	0
32800	-1219.9717143259259	-47.624960934482644	-1172.3467533914431	0.9991166077738516	0.996	0.19964664310954064	0.19920494699646643	0.20053003533568906	0.19964664310954064	0.20097173144876326	0.09258464489400862	1.023572761778707	-0.3936921245916504	2.3670378563222108	0.2514106981794783	2.795547622074479	0.07330449338364861	0.8888265410681517	0.0186991158232852	0.28323170731707314	0
32900	-1222.485888865176	-43.142069117288045	-1179.3438197478881	0.9991166077738516	1.0	0.19964664310954064	0.19920494699646643	0.20053003533568906	0.19964664310954064	0.20097173144876326	0.0909528636732386	1.024354137991538	-0.37870381472998565	2.3814387532013552	0.25222402072246203	2.8066827376611583	0.15488718977850247	0.9309282041177143	0.11575063878679444	0.2835258358662614	0
33000	-1222.270616018494	-49.35354575637354	-1172.9170702621204	0.9986749116607774	0.996	0.19964664310954064	0.19876325088339222	0.20053003533568906	0.20008833922261485	0.20097173144876326	0.09577020047995365	1.0243609043792403	-0.3825289179701369	2.372475261843491	0.23617434436352636	2.81144085182685	0.005926481999680832	0.8979792671104618	0.017052805559710355	0.2837272727272727	0
33100	-1220.0103089298193	-43.82241856800367	-1176.1878903618156	0.9995583038869258	1.0	0.19964664310954064	0.19964664310954064	0.20008833922261485	0.19964664310954064	0.20097173144876326	0.0952349972049914	1.023008911093184	-0.3545981383843262	2.3936253498521594	0.2507486056231909	2.8305100890669435	0.027204852023317173	0.9668475237400745	0.003352364245486711	0.28371601208459213	0
