it	posterior	likelihood	prior	accuracy	test_accuracy	acc_C0	acc_C1	acc_C2	acc_C3	acc_C4	mean_w0	std_w0	mean_w1	std_w1	mean_w2	std_w2	mean_w3	std_w3	acc_prob	mcmc_id
2200	-15336.41029307076	-2500.6834426324594	-12835.7268504383	0.8917797888386124	0.8316151202749141	0.9422680412371134	0.850828729281768	0.8195488721804511	0.881201044386423	0.8541666666666666	-0.02241814210967025	0.4500571713225095	-0.017911356963387425	0.3624071102141296	-0.00633967060542719	0.5110333147056754	-0.264940482430938	1.1113558247186526	0.08590909090909091	0
2300	-15319.889725714253	-2484.3297025356987	-12835.560023178554	0.8981900452488688	0.8419243986254296	0.9463917525773196	0.8692449355432781	0.8270676691729323	0.8877284595300261	0.8416666666666667	-0.022383229822489546	0.4500385438632326	-0.01789029283567808	0.3623497636402902	-0.0061694982731602165	0.5110562177610707	-0.26300888115205817	1.1117861705108922	0.08391304347826087	0
2400	-15299.858440480324	-2463.945323010768	-12835.913117469556	0.8910256410256411	0.8591065292096219	0.9381443298969072	0.852670349907919	0.8120300751879699	0.8968668407310705	0.8125	-0.022276734981730516	0.45006956520868274	-0.017913763138473038	0.36255518268453574	-0.006334277847043612	0.5107673296715599	-0.26254367670523754	1.1120505758747186	0.08416666666666667	0
2500	-15273.30145681799	-2437.4444406768853	-12835.857016141104	0.8925339366515838	0.845360824742268	0.9443298969072165	0.8692449355432781	0.7819548872180451	0.8825065274151436	0.8291666666666667	-0.02233111789822976	0.45007909726038015	-0.01788116101995611	0.3625321537086349	-0.00642875454211008	0.5106411469236175	-0.26403965168051247	1.1120955033276305	0.0832	0
2600	-15251.905858476028	-2416.4907207695164	-12835.415137706512	0.8917797888386124	0.845360824742268	0.9412371134020618	0.8747697974217311	0.8045112781954887	0.8759791122715405	0.8291666666666667	-0.022392631556753185	0.4500036410477178	-0.017804578226023295	0.36251068648199447	-0.006287004620467624	0.5105354690615687	-0.2631371176891453	1.111003175637818	0.08192307692307692	0
2700	-15225.788296358449	-2390.4699405280817	-12835.318355830368	0.8876319758672699	0.8487972508591065	0.9381443298969072	0.858195211786372	0.7669172932330827	0.8877284595300261	0.8166666666666667	-0.02257220090129679	0.4500010284329063	-0.01775713486501329	0.36258793913638154	-0.006188071785853809	0.5104757743408767	-0.261717891367592	1.1091955411777576	0.08296296296296296	0
2800	-15220.7474374782	-2385.3029622846743	-12835.444475193526	0.888763197586727	0.845360824742268	0.9412371134020618	0.860036832412523	0.7593984962406015	0.8903394255874674	0.8083333333333333	-0.02263128652882564	0.45004367752936253	-0.017731151944427	0.36256629292720965	-0.006404678536539459	0.510584291646404	-0.26158163851578686	1.109200672529361	0.08071428571428571	0
2900	-15219.112513335913	-2383.4108908445187	-12835.701622491395	0.889894419306184	0.8487972508591065	0.9412371134020618	0.858195211786372	0.7593984962406015	0.8942558746736292	0.8125	-0.022614223327122398	0.45009204196725466	-0.01776566316759705	0.3625933509430458	-0.006419433364471173	0.510697744833459	-0.26195169097807086	1.1091991248400896	0.07827586206896552	0
3000	-15219.377668063562	-2383.556978407465	-12835.820689656097	0.8880090497737556	0.845360824742268	0.9422680412371134	0.848987108655617	0.7669172932330827	0.8877284595300261	0.825	-0.022602296796419164	0.45011631176300604	-0.01782531275274634	0.36258820082528004	-0.006490879651080747	0.510754689790076	-0.26193958043582716	1.1094806720859454	0.076	0
3100	-15219.406380093877	-2383.4768972161996	-12835.929482877676	0.889894419306184	0.852233676975945	0.9432989690721649	0.8471454880294659	0.7894736842105263	0.891644908616188	0.8208333333333333	-0.022627116816325257	0.45018405575304504	-0.017837679334312503	0.3625457839282103	-0.006476863001877505	0.5108216866208557	-0.26227504225744735	1.1093210455973743	0.07419354838709677	0
3200	-15208.91894425278	-2372.919569003614	-12835.999375249166	0.8910256410256411	0.8316151202749141	0.9402061855670103	0.852670349907919	0.8045112781954887	0.8929503916449086	0.8208333333333333	-0.022601790433501235	0.45025163337902935	-0.01783108484531037	0.3625263227508267	-0.006507247424827386	0.5108309174141377	-0.26271308589788434	1.1087289623089742	0.0725	0
