it	posterior	likelihood	prior	accuracy	test_accuracy	acc_C0	acc_C1	acc_C2	acc_C3	acc_C4	mean_w0	std_w0	mean_w1	std_w1	mean_w2	std_w2	mean_w3	std_w3	acc_prob	mcmc_id
2300	-15267.470269405196	-3498.427869165533	-11769.042400239663	0.553921568627451	0.4879725085910653	0.8185567010309278	0.01289134438305709	0.0	0.7402088772845953	0.42083333333333334	-0.0022094280795547597	0.12371260663054909	0.0012129827198571093	0.12204615017095653	-0.0007614403992668212	0.12919115279638468	-0.028169499008369483	0.2210169815893271	0.4504347826086956	0
2400	-15234.431992089265	-3464.5013428765783	-11769.930649212687	0.5512820512820513	0.5085910652920962	0.8144329896907216	0.04788213627992634	0.0	0.7806788511749347	0.2	-0.002095895952778175	0.12413967296169014	0.0012602515800140268	0.12256011559350574	-0.0003235990252660318	0.13021948445644344	-0.029158292425838152	0.2238788603077407	0.4483333333333333	0
2500	-15216.857830891897	-3445.946458922659	-11770.911371969238	0.553921568627451	0.5189003436426117	0.8206185567010309	0.01289134438305709	0.0	0.7845953002610966	0.2708333333333333	-0.0020799132538313176	0.12471179283689042	0.001668553863128473	0.12308730526716384	-0.0001291330199487962	0.1306234266179703	-0.025888443970921077	0.2304916843539565	0.442	0
2600	-15217.50801170458	-3445.732900360285	-11771.775111344296	0.5475113122171946	0.5360824742268041	0.831958762886598	0.020257826887661142	0.0	0.7898172323759791	0.12083333333333333	-0.0020277716540966	0.12524347788830134	0.001682218669656712	0.12367079957209748	-0.00011448895154692939	0.13097624171240557	-0.022343338444063707	0.2316422144415621	0.4373076923076923	0
2700	-15197.816236852475	-3424.839041545413	-11772.977195307063	0.552790346907994	0.5257731958762887	0.8103092783505155	0.03683241252302026	0.0	0.825065274151436	0.11666666666666667	-0.0022874062511472077	0.12610951689632754	0.0019260152314170907	0.12412963876050981	-0.0003515438218818545	0.13179342360445748	-0.022380617141344098	0.23754982631947738	0.4325925925925926	0
2800	-15196.272359903247	-3422.054938040346	-11774.2174218629	0.5656108597285068	0.5567010309278351	0.8134020618556701	0.13627992633517497	0.0	0.7467362924281984	0.2708333333333333	-0.0025377115892062712	0.12682601634807814	0.001866240981482456	0.12497241785553537	-0.0004319865948212925	0.13220761793940528	-0.028676484461977157	0.23909381779957972	0.42857142857142855	0
2900	-15188.539828435507	-3413.4049531203177	-11775.134875315189	0.5535444947209653	0.5154639175257731	0.8164948453608247	0.01841620626151013	0.0	0.8133159268929504	0.17916666666666667	-0.002426783112277837	0.12749800027376582	0.0017776789075980928	0.12532935521927496	-0.00041115957671232256	0.13306600529994736	-0.027469425803876058	0.24147526356867977	0.42344827586206896	0
3000	-15173.785996855488	-3397.8407665926143	-11775.945230262872	0.5592006033182504	0.5429553264604811	0.8237113402061855	0.09023941068139964	0.0	0.7806788511749347	0.15416666666666667	-0.002210154485499555	0.12802016546614137	0.0017472150781812589	0.12571571606871235	-0.0003192479507120664	0.13334626877788527	-0.028746924813499605	0.2461435039176982	0.4166666666666667	0
3100	-15170.135977402704	-3393.212926728901	-11776.923050673802	0.5580693815987934	0.5326460481099656	0.8298969072164949	0.053406998158379376	0.0	0.7976501305483029	0.14583333333333334	-0.00215799449908272	0.12873021001807924	0.0018936468051263453	0.12620739824688	-3.936608934112073e-05	0.1337788881438703	-0.02888606872096358	0.24789791753551127	0.41161290322580646	0
3200	-15159.235736992949	-3381.2343392902544	-11778.001397702694	0.5614630467571644	0.5429553264604811	0.8164948453608247	0.11602209944751381	0.0	0.7310704960835509	0.30833333333333335	-0.0019284570403572373	0.1294313016276853	0.0020189011831300836	0.1267928470812131	-0.0001050614874250172	0.1345012326748701	-0.027238691257326652	0.24929415899899904	0.4084375	0
3300	-15142.53079514214	-3363.6233657263256	-11778.907429415814	0.5712669683257918	0.5567010309278351	0.8041237113402062	0.19705340699815838	0.0	0.7480417754569191	0.22916666666666666	-0.0018667330019692763	0.13011741110853553	0.002151110984155363	0.12731662926435597	-0.00020398732881543426	0.13445855679691607	-0.025376716587832412	0.25076080956639835	0.40515151515151515	0
3400	-15136.039449351127	-3356.6677161912435	-11779.371733159884	0.5712669683257918	0.5223367697594502	0.8268041237113402	0.09023941068139964	0.0	0.7597911227154047	0.3416666666666667	-0.0018380776385203508	0.13030930789807743	0.0022397083374046172	0.12768628447837083	-0.00038683777344397636	0.13462459826889672	-0.021873171889655704	0.2518394456020448	0.3976470588235294	0
3500	-15131.582424692651	-3351.3402982483844	-11780.242126444267	0.5727752639517345	0.5326460481099656	0.8164948453608247	0.0423572744014733	0.0	0.783289817232376	0.43333333333333335	-0.0018418864800882789	0.1306871436121171	0.0023901293827095515	0.12828619789233517	-0.0004952214368399377	0.1351348594338287	-0.022481235514012477	0.2541057164807176	0.394	0
3600	-15125.509190636676	-3344.228944289046	-11781.280246347631	0.5705128205128205	0.5257731958762887	0.8278350515463917	0.049723756906077346	0.0	0.7545691906005222	0.4375	-0.0014954075626740426	0.13118345370134737	0.0024465252269381677	0.12885276072634974	0.00019350227873889386	0.13569385592236494	-0.021430805873378294	0.2604815738642131	0.3913888888888889	0
3700	-15114.091165681659	-3331.8888649425594	-11782.2023007391	0.5723981900452488	0.5326460481099656	0.8206185567010309	0.10313075506445672	0.0	0.737597911227154	0.42083333333333334	-0.0015228500744404417	0.1314576927179405	0.0024141144401750463	0.12945936625811752	7.142599564001188e-05	0.1363684243162023	-0.021013684119953555	0.2661230404868772	0.387027027027027	0
3800	-15103.651777338619	-3320.4102707973475	-11783.241506541272	0.5757918552036199	0.5429553264604811	0.8123711340206186	0.1141804788213628	0.0	0.7245430809399478	0.5083333333333333	-0.0014623171180367233	0.1321620833361787	0.0021933094575642426	0.1299432997271466	0.00012342393685087902	0.1367271215218076	-0.02155410871233289	0.2700340896432571	0.3844736842105263	0
3900	-15094.2938362789	-3310.023717640114	-11784.270118638786	0.5788084464555053	0.5670103092783505	0.7876288659793814	0.26519337016574585	0.0	0.6697127937336814	0.475	-0.0015864713185908487	0.13276487276229335	0.001989677518413279	0.1303963275309765	-1.2333272182981266e-05	0.13747890952105607	-0.021801825127397482	0.27447589648440235	0.382051282051282	0
4000	-15088.614296158059	-3303.8854825889553	-11784.728813569103	0.5769230769230769	0.5601374570446735	0.8206185567010309	0.18232044198895028	0.0	0.6723237597911227	0.5	-0.0013980620489864315	0.13299064854078835	0.0021209039486685963	0.13078322553204383	-0.00015318110940060783	0.138206546648329	-0.018985870035641676	0.2700245391238506	0.37725	0
4100	-15079.442716212217	-3293.9510389536804	-11785.491677258537	0.5788084464555053	0.5567010309278351	0.8082474226804124	0.22099447513812154	0.0	0.6827676240208878	0.45	-0.001259625071430405	0.1334008485159038	0.0021249456085808208	0.1312148893519527	0.00037176248155346793	0.1389259599567295	-0.016143021164510826	0.2705714107422617	0.37317073170731707	0
4200	-15083.736571233567	-3297.478488228096	-11786.25808300547	0.5780542986425339	0.570446735395189	0.8020618556701031	0.2265193370165746	0.0	0.7140992167101827	0.3541666666666667	-0.0014235666394125394	0.13382143258799956	0.0019552222354689178	0.1316131586528806	9.589629716293531e-05	0.1396355384320926	-0.017272838037996875	0.27165612214809337	0.36857142857142855	0
4300	-15078.33497567498	-3291.5164380676306	-11786.818537607349	0.5788084464555053	0.5498281786941581	0.7876288659793814	0.2430939226519337	0.0	0.6814621409921671	0.4875	-0.0014306607539357873	0.1344042713137186	0.001992314434883111	0.131771533143144	-0.00030463463306214245	0.1398642413601912	-0.015225303454670928	0.27083201450706457	0.36372093023255814	0
4400	-15073.084159072083	-3285.4137765966557	-11787.670382475428	0.5742835595776772	0.5463917525773195	0.8010309278350516	0.16758747697974216	0.0	0.7154046997389034	0.44583333333333336	-0.001327840867172783	0.1350074068920829	0.0019967025361945475	0.13222313888127588	-0.00016854351061826162	0.13991151278911262	-0.015961830526976223	0.27256631287181554	0.36068181818181816	0
4500	-15069.163632807242	-3281.0157210851617	-11788.14791172208	0.5855957767722474	0.5601374570446735	0.7948453608247422	0.3001841620626151	0.0	0.6462140992167101	0.5166666666666667	-0.001407698792573012	0.13512853578571044	0.001893713495093592	0.13267387080483223	-0.00021459660231111955	0.14006318900609072	-0.018713797409480707	0.2726154778545884	0.35688888888888887	0
4600	-15060.901102305821	-3272.257564667189	-11788.643537638633	0.5769230769230769	0.5395189003436426	0.8144329896907216	0.15469613259668508	0.0	0.7114882506527415	0.4625	-0.001481371281185422	0.13538584962383943	0.0019425822335788693	0.13298996135343996	-0.0003607117790361987	0.1402523980171008	-0.018081447876647068	0.27349142978821217	0.3526086956521739	0
4700	-15062.771384241343	-3273.8030699561778	-11788.968314285165	0.5855957767722474	0.570446735395189	0.8185567010309278	0.20626151012891344	0.0	0.6788511749347258	0.5291666666666667	-0.0014102364066099567	0.13559526969552957	0.001976319423839026	0.13321787867806156	-0.0006505095060336874	0.14036560834111392	-0.018649642355671982	0.27237072900755505	0.34829787234042553	0
4800	-15055.029226446512	-3265.3074647994367	-11789.721761647075	0.5818250377073907	0.5429553264604811	0.8257731958762886	0.13443830570902393	0.0	0.7271540469973891	0.4666666666666667	-0.0015296836856686395	0.13611816499596596	0.0018658803365512618	0.13371381338590727	-0.0006389449027682	0.14044141910033509	-0.018835508828283262	0.2708947681136835	0.3464583333333333	0
4900	-15043.158050611186	-3252.9185074967877	-11790.239543114398	0.5852187028657617	0.5429553264604811	0.8144329896907216	0.16022099447513813	0.0	0.7140992167101827	0.5333333333333333	-0.0015141667054063535	0.13646321596143313	0.0018744972817523132	0.13393754901586225	-0.00035854869998531156	0.14054429347486522	-0.018664624317486025	0.27337004421653843	0.34346938775510205	0
5000	-15045.216198388822	-3254.2051710624573	-11791.011027326364	0.5840874811463047	0.5429553264604811	0.8134020618556701	0.17495395948434622	0.0	0.7480417754569191	0.38333333333333336	-0.0016000800844725436	0.1366306588807946	0.0020613700953753446	0.1345007391429871	-0.0006004102472280296	0.1412507309731967	-0.016517308704035095	0.27612678900084203	0.3402	0
5100	-15046.02991676065	-3254.5747729796444	-11791.455143781006	0.5833333333333334	0.5601374570446735	0.8195876288659794	0.1841620626151013	0.0	0.7232375979112271	0.4083333333333333	-0.0014307078593734954	0.13686727382751873	0.002156275240694693	0.13480551179405553	-0.0005869065545961167	0.14148202501910417	-0.0168652174558497	0.2755298730879332	0.33705882352941174	0
5200	-15045.105223143195	-3253.149056583213	-11791.956166559981	0.5897435897435898	0.5498281786941581	0.8030927835051547	0.27255985267034993	0.0	0.6866840731070496	0.4625	-0.0014836425666712263	0.13708220588922357	0.0020726409058809936	0.13499194712303075	-0.0008189232830384633	0.14190170742649794	-0.01740847977641728	0.27982639987568564	0.33365384615384613	0
5300	-15042.68710000064	-3250.514540949958	-11792.172559050681	0.5867269984917044	0.5601374570446735	0.8144329896907216	0.2265193370165746	0.0	0.7441253263707572	0.30416666666666664	-0.0015326248863168812	0.13733719192248103	0.002100191496951233	0.13507135572582746	-0.0005233872600950512	0.14178145008642645	-0.015734440514326015	0.2793208576381583	0.329622641509434	0
5400	-15039.866464160696	-3246.8999664017806	-11792.966497758915	0.5957767722473605	0.570446735395189	0.811340206185567	0.30939226519337015	0.0	0.6697127937336814	0.4666666666666667	-0.0014197703140353991	0.13779913775884586	0.0019884978113672144	0.1355267204717728	-0.00023892384012493865	0.14200188945857467	-0.01264491305523952	0.28111805297599646	0.32666666666666666	0
5500	-15028.571629756765	-3234.918385678782	-11793.653244077983	0.584841628959276	0.5498281786941581	0.8164948453608247	0.17495395948434622	0.0	0.720626631853786	0.4666666666666667	-0.001279449717688153	0.13793206391987783	0.0019049498747300895	0.135977514015557	-0.0004509173278577315	0.14249093201777366	-0.012293449713918774	0.28603666498484487	0.3250909090909091	0
5600	-15017.027408061083	-3222.713660195581	-11794.313747865503	0.5942684766214178	0.5670103092783505	0.8206185567010309	0.23756906077348067	0.0	0.6892950391644909	0.5125	-0.0014534059040662941	0.1384076919645538	0.0021272977639031176	0.13625964717170128	-0.0006614505298593954	0.14302167599583956	-0.01271731484227665	0.2853241126549122	0.32357142857142857	0
5700	-15016.52161435832	-3221.9416428844743	-11794.579971473846	0.5946455505279035	0.563573883161512	0.8185567010309278	0.2523020257826888	0.0	0.7088772845953003	0.42916666666666664	-0.0014664465637164283	0.1384642196242656	0.0021632792596801326	0.13655052189213082	-0.0009155289738247874	0.1431386281656161	-0.011365310839833862	0.2841527487486724	0.3198245614035088	0
5800	-15011.005604720942	-3215.775154015196	-11795.230450705745	0.5938914027149321	0.563573883161512	0.8144329896907216	0.2559852670349908	0.0	0.7049608355091384	0.44166666666666665	-0.001424978640394784	0.13893529362165	0.002094656939852077	0.13676031107059572	-0.001316716806288906	0.14353040637211864	-0.011791731911783909	0.2862014656058211	0.31775862068965516	0
5900	-15016.01075900246	-3220.1421977160503	-11795.86856128641	0.5886123680241327	0.563573883161512	0.843298969072165	0.17495395948434622	0.0	0.716710182767624	0.4125	-0.0013170108276989235	0.13947171154821614	0.0019215951348256729	0.13698369128154536	-0.0013697201421657551	0.1436953195649755	-0.012775505892188392	0.2870600295577012	0.3152542372881356	0
6000	-15009.682314880582	-3213.237862011602	-11796.44445286898	0.5942684766214178	0.5601374570446735	0.8216494845360824	0.24861878453038674	0.0	0.6801566579634465	0.5125	-0.0013333229457700051	0.13958683594127574	0.0020261709672113296	0.13729769940827624	-0.001590219735327933	0.14432986167805217	-0.01655609846298629	0.29099806162527564	0.3135	0
6100	-15006.380199855126	-3209.6129767486505	-11796.767223106475	0.6006787330316742	0.5807560137457045	0.8216494845360824	0.31307550644567217	0.0	0.6762402088772846	0.45	-0.0012643104227053235	0.1398700986627381	0.001970898193458898	0.13739709577853662	-0.0012910114313955533	0.14445466685291458	-0.01775222846809923	0.29117378599109156	0.31098360655737706	0
